time,CH1,CH2
   0.079000,   2.880000,   3.520000
   0.079250,   2.920000,   3.520000
   0.079500,   2.920000,   3.520000
   0.079750,   2.960000,   3.520000
   0.080000,   2.960000,   3.520000
   0.080250,   3.000000,   3.520000
   0.080500,   3.000000,   3.520000
   0.080750,   3.000000,   3.520000
   0.081000,   3.000000,   3.520000
   0.081250,   3.040000,   3.520000
   0.081500,   3.040000,   3.520000
   0.081750,   3.040000,   3.520000
   0.082000,   3.040000,   3.520000
   0.082250,   3.040000,   3.520000
   0.082500,   3.040000,   3.520000
   0.082750,   3.040000,   3.520000
   0.083000,   3.040000,   3.520000
   0.083250,   3.040000,   3.520000
   0.083500,   3.000000,   3.520000
   0.083750,   3.000000,   3.520000
   0.084000,   3.000000,   3.520000
   0.084250,   3.000000,   3.520000
   0.084500,   2.960000,   3.520000
   0.084750,   2.960000,   3.520000
   0.085000,   2.920000,   3.520000
   0.085250,   2.920000,   3.520000
   0.085500,   2.880000,   3.520000
   0.085750,   2.840000,   3.520000
   0.086000,   2.840000,   3.520000
   0.086250,   2.800000,   3.520000
   0.086500,   2.800000,   3.520000
   0.086750,   2.760000,   3.520000
   0.087000,   2.720000,   3.520000
   0.087250,   2.680000,   3.520000
   0.087500,   2.640000,   3.520000
   0.087750,   2.600000,   3.520000
   0.088000,   2.560000,   3.520000
   0.088250,   2.520000,   3.520000
   0.088500,   2.480000,   3.520000
   0.088750,   2.440000,   3.520000
   0.089000,   2.400000,   3.520000
   0.089250,   2.360000,   3.520000
   0.089500,   2.280000,   3.520000
   0.089750,   2.240000,   3.520000
   0.090000,   2.200000,   3.520000
   0.090250,   2.160000,   3.520000
   0.090500,   2.080000,   3.520000
   0.090750,   2.040000,   3.520000
   0.091000,   1.960000,   3.520000
   0.091250,   1.920000,   3.520000
   0.091500,   1.840000,   3.520000
   0.091750,   1.800000,   3.520000
   0.092000,   1.720000,   3.520000
   0.092250,   1.680000,   3.520000
   0.092500,   1.600000,   3.520000
   0.092750,   1.560000,   3.520000
   0.093000,   1.480000,   3.520000
   0.093250,   1.440000,   3.520000
   0.093500,   1.360000,   3.520000
   0.093750,   1.280000,   3.520000
   0.094000,   1.200000,   3.520000
   0.094250,   1.160000,   3.520000
   0.094500,   1.080000,   3.520000
   0.094750,   1.000000,   3.520000
   0.095000,   0.960000,   3.520000
   0.095250,   0.840000,   3.520000
   0.095500,   0.800000,   3.520000
   0.095750,   0.720000,   3.520000
   0.096000,   0.640000,   3.520000
   0.096250,   0.560000,   3.520000
   0.096500,   0.520000,   3.520000
   0.096750,   0.440000,   3.520000
   0.097000,   0.360000,   3.520000
   0.097250,   0.280000,   3.520000
   0.097500,   0.200000,   3.520000
   0.097750,   0.120000,   3.520000
   0.098000,   0.040000,   3.520000
   0.098250,  -0.040000,   3.520000
   0.098500,  -0.120000,   3.520000
   0.098750,  -0.160000,   3.520000
   0.099000,  -0.240000,   3.520000
   0.099250,  -0.320000,   3.520000
   0.099500,  -0.400000,   3.520000
   0.099750,  -0.480000,   3.520000
   0.100000,  -0.520000,   3.520000
   0.100250,  -0.600000,   3.520000
   0.100500,  -0.680000,   3.520000
   0.100750,  -0.720000,   3.520000
   0.101000,  -0.800000,   3.520000
   0.101250,  -0.880000,   3.520000
   0.101500,  -0.960000,   3.520000
   0.101750,  -1.040000,   3.520000
   0.102000,  -1.080000,   3.520000
   0.102250,  -1.160000,   3.520000
   0.102500,  -1.240000,   3.520000
   0.102750,  -1.320000,   3.520000
   0.103000,  -1.360000,   3.520000
   0.103250,  -1.400000,   3.520000
   0.103500,  -1.480000,   3.520000
   0.103750,  -1.560000,   3.520000
   0.104000,  -1.600000,   3.520000
   0.104250,  -1.680000,   3.520000
   0.104500,  -1.720000,   3.520000
   0.104750,  -1.760000,   3.520000
   0.105000,  -1.840000,   3.520000
   0.105250,  -1.920000,   3.520000
   0.105500,  -1.960000,   3.520000
   0.105750,  -2.000000,   3.520000
   0.106000,  -2.040000,   3.520000
   0.106250,  -2.120000,   3.520000
   0.106500,  -2.160000,   3.520000
   0.106750,  -2.200000,   3.520000
   0.107000,  -2.240000,   3.520000
   0.107250,  -2.320000,   3.520000
   0.107500,  -2.320000,   3.520000
   0.107750,  -2.360000,   3.520000
   0.108000,  -2.400000,   3.520000
   0.108250,  -2.440000,   3.520000
   0.108500,  -2.520000,   3.520000
   0.108750,  -2.520000,   3.520000
   0.109000,  -2.560000,   3.520000
   0.109250,  -2.600000,   3.520000
   0.109500,  -2.640000,   3.520000
   0.109750,  -2.640000,   3.520000
   0.110000,  -2.680000,   3.520000
   0.110250,  -2.720000,   3.520000
   0.110500,  -2.720000,   3.520000
   0.110750,  -2.760000,   3.520000
   0.111000,  -2.760000,   3.520000
   0.111250,  -2.800000,   3.520000
   0.111500,  -2.800000,   3.520000
   0.111750,  -2.840000,   3.520000
   0.112000,  -2.840000,   3.520000
   0.112250,  -2.840000,   3.520000
   0.112500,  -2.880000,   3.520000
   0.112750,  -2.880000,   3.520000
   0.113000,  -2.880000,   3.520000
   0.113250,  -2.880000,   3.520000
   0.113500,  -2.880000,   3.520000
   0.113750,  -2.880000,   3.520000
   0.114000,  -2.880000,   3.520000
   0.114250,  -2.880000,   3.520000
   0.114500,  -2.880000,   3.520000
   0.114750,  -2.880000,   3.520000
   0.115000,  -2.840000,   3.520000
   0.115250,  -2.840000,   3.520000
   0.115500,  -2.840000,   3.520000
   0.115750,  -2.840000,   3.520000
   0.116000,  -2.800000,   3.520000
   0.116250,  -2.800000,   3.520000
   0.116500,  -2.800000,   3.520000
   0.116750,  -2.760000,   3.520000
   0.117000,  -2.720000,   3.520000
   0.117250,  -2.680000,   3.520000
   0.117500,  -2.680000,   3.520000
   0.117750,  -2.640000,   3.520000
   0.118000,  -2.640000,   3.520000
   0.118250,  -2.600000,   3.520000
   0.118500,  -2.560000,   3.520000
   0.118750,  -2.520000,   3.520000
   0.119000,  -2.480000,   3.520000
   0.119250,  -2.440000,   3.520000
   0.119500,  -2.400000,   3.520000
   0.119750,  -2.360000,   3.520000
   0.120000,  -2.320000,   3.520000
   0.120250,  -2.280000,   3.520000
   0.120500,  -2.240000,   3.520000
   0.120750,  -2.200000,   3.520000
   0.121000,  -2.160000,   3.520000
   0.121250,  -2.120000,   3.520000
   0.121500,  -2.040000,   3.520000
   0.121750,  -2.000000,   3.520000
   0.122000,  -1.960000,   3.520000
   0.122250,  -1.880000,   3.520000
   0.122500,  -1.840000,   3.520000
   0.122750,  -1.760000,   3.520000
   0.123000,  -1.720000,   3.520000
   0.123250,  -1.680000,   3.520000
   0.123500,  -1.600000,   3.520000
   0.123750,  -1.520000,   3.520000
   0.124000,  -1.480000,   3.520000
   0.124250,  -1.400000,   3.520000
   0.124500,  -1.360000,   3.520000
   0.124750,  -1.280000,   3.520000
   0.125000,  -1.200000,   3.520000
   0.125250,  -1.160000,   3.520000
   0.125500,  -1.080000,   3.520000
   0.125750,  -1.000000,   3.520000
   0.126000,  -0.960000,   3.520000
   0.126250,  -0.880000,   3.520000
   0.126500,  -0.800000,   3.520000
   0.126750,  -0.720000,   3.520000
   0.127000,  -0.680000,   3.520000
   0.127250,  -0.600000,   3.520000
   0.127500,  -0.520000,   3.520000
   0.127750,  -0.440000,   3.520000
   0.128000,  -0.360000,   3.520000
   0.128250,  -0.320000,   3.520000
   0.128500,  -0.240000,   3.520000
   0.128750,  -0.160000,   3.520000
   0.129000,  -0.080000,   3.520000
   0.129250,   0.000000,   3.520000
   0.129500,   0.080000,   3.520000
   0.129750,   0.120000,   3.520000
   0.130000,   0.200000,   3.520000
   0.130250,   0.280000,   3.520000
   0.130500,   0.360000,   3.520000
   0.130750,   0.440000,   3.520000
   0.131000,   0.520000,   3.520000
   0.131250,   0.600000,   3.520000
   0.131500,   0.680000,   3.520000
   0.131750,   0.720000,   3.520000
   0.132000,   0.800000,   3.520000
   0.132250,   0.880000,   3.520000
   0.132500,   0.960000,   3.520000
   0.132750,   1.000000,   3.520000
   0.133000,   1.080000,   3.520000
   0.133250,   1.160000,   3.520000
   0.133500,   1.240000,   3.520000
   0.133750,   1.280000,   3.520000
   0.134000,   1.360000,   3.520000
   0.134250,   1.440000,   3.520000
   0.134500,   1.480000,   3.520000
   0.134750,   1.560000,   3.520000
   0.135000,   1.600000,   3.520000
